CatBoost,10,-3,0.576,0.015635487471405182
CatBoost,15,-3,0.612,0.015417317979911218
CatBoost,3,-3,0.515,0.01581217964181488
CatBoost,5,-3,0.558,0.015712507211864152
FTTransformer,10,-3,0.586,0.015583544104177548
FTTransformer,15,-3,0.61,0.01543172505386673
FTTransformer,3,-3,0.542,0.015763390640483554
FTTransformer,5,-3,0.559,0.01570877989424277
KNN,10,-3,0.582,0.015605111967541904
KNN,15,-3,0.614,0.015402637476784335
KNN,3,-3,0.553,0.0157301760460091
KNN,5,-3,0.555,0.015723301886761007
LR,10,-3,0.59,0.015560917136921657
LR,15,-3,0.595,0.01553113699045296
LR,3,-3,0.518,0.01580904569940659
LR,5,-3,0.55,0.015740004693383918
Model,num_rows,num_cols,acc,std
R_Forest,10,-3,0.557,0.015716169953204184
R_Forest,15,-3,0.632,0.015258073561521741
R_Forest,3,-3,0.505,0.015818508944436743
R_Forest,5,-3,0.527,0.01579621855130273
STUNT,10,-3,0.599,0.01550610974549837
STUNT,15,-3,0.618,0.015372453034968503
STUNT,3,-3,0.523,0.015802554246726087
STUNT,5,-3,0.542,0.015763390640483554
TabNet,10,-3,0.507,0.01581774956184353
TabNet,15,-3,0.56,0.015704987954361718
TabNet,3,-3,0.523,0.015802554246726087
TabNet,5,-3,0.506,0.015818160898606833
SVC,3,-3,0.526,0.015797897758042797
SVC,5,-3,0.549,0.015743152379585443
SVC,10,-3,0.562,0.015697210019694662
SVC,15,-3,0.576,0.015635487471405182
